,LA_code,LA_name,GI_code,GI_categories,Religion_code,Religion_categories,Observation,Group_Percentages_No religion,Total_LA_counts,No religion_%,Religion_code_Christian,Religion_categories_Christian,Observation_Christian,Group_Percentages_Christian,Total_LA_counts_Christian,Christian_%,Religion_code_Muslim,Religion_categories_Muslim,Observation_Muslim,Group_Percentages_Muslim,Total_LA_counts_Muslim,Muslim_%,Religion_code_Other,Religion_categories_Other,Observation_Other,Group_Percentages_Other,Total_LA_counts_Other,Other_%,Religion_code_Buddhist,Religion_categories_Buddhist,Observation_Buddhist,Group_Percentages_Buddhist,Total_LA_counts_Buddhist,Buddhist_%,Religion_code_Jewish,Religion_categories_Jewish,Observation_Jewish,Group_Percentages_Jewish,Total_LA_counts_Jewish,Jewish_%,Religion_code_Hindu,Religion_categories_Hindu,Observation_Hindu,Group_Percentages_Hindu,Total_LA_counts_Hindu,Hindu_%,Religion_code_Sikh,Religion_categories_Sikh,Observation_Sikh,Group_Percentages_Sikh,Total_LA_counts_Sikh,Sikh_%
271,E08000033,Calderdale,3,Not answered,1,No religion,2053,1.3,157942,42.13999999999999,2,Christian,2212,1.4,157942,47.58,6,Muslim,1247,0.79,157942,8.48,8,Other religion,70,0.04,157942,0.6200000000000001,3,Buddhist,38,0.02,157942,0.37000000000000005,5,Jewish,14,0.01,157942,0.6200000000000001,4,Hindu,32,0.02,157942,0.6200000000000001,7,Sikh,11,0.01,157942,0.6200000000000001
272,E08000034,Kirklees,3,Not answered,1,No religion,3751,1.15,327426,35.6,2,Christian,4654,1.42,327426,45.410000000000004,6,Muslim,4687,1.43,327426,16.91,8,Other religion,121,0.04,327426,0.48,3,Buddhist,55,0.02,327426,0.28,5,Jewish,11,0.0,327426,0.48,4,Hindu,75,0.02,327426,0.48,7,Sikh,137,0.04,327426,0.48
273,E08000035,Leeds,3,Not answered,1,No religion,7795,1.26,620082,41.849999999999994,2,Christian,10154,1.64,620082,46.980000000000004,6,Muslim,3438,0.55,620082,6.83,8,Other religion,268,0.04,620082,0.54,3,Buddhist,139,0.02,620082,0.42000000000000004,5,Jewish,122,0.02,620082,0.54,4,Hindu,352,0.06,620082,0.54,7,Sikh,350,0.06,620082,0.54
274,E08000036,Wakefield,3,Not answered,1,No religion,3354,1.23,272508,40.589999999999996,2,Christian,4827,1.77,272508,55.39000000000001,6,Muslim,647,0.24,272508,2.7299999999999995,8,Other religion,93,0.03,272508,0.48,3,Buddhist,26,0.01,272508,0.26,5,Jewish,4,0.0,272508,0.48,4,Hindu,49,0.02,272508,0.48,7,Sikh,18,0.01,272508,0.48
275,E08000037,Gateshead,3,Not answered,1,No religion,1640,1.06,154642,39.900000000000006,2,Christian,2234,1.44,154642,56.16,6,Muslim,256,0.17,154642,1.75,8,Other religion,53,0.03,154642,0.49,3,Buddhist,26,0.02,154642,0.28,5,Jewish,376,0.24,154642,0.49,4,Hindu,14,0.01,154642,0.49,7,Sikh,18,0.01,154642,0.49
276,E09000001,City of London,3,Not answered,1,No religion,140,1.91,7325,48.709999999999994,2,Christian,107,1.46,7325,38.24,6,Muslim,52,0.71,7325,6.13,8,Other religion,5,0.07,7325,0.74,3,Buddhist,3,0.04,7325,1.26,5,Jewish,8,0.11,7325,0.74,4,Hindu,1,0.01,7325,0.74,7,Sikh,2,0.03,7325,0.74
277,E09000002,Barking and Dagenham,3,Not answered,1,No religion,1382,0.9,152848,20.109999999999996,2,Christian,4621,3.02,152848,50.660000000000004,6,Muslim,2506,1.64,152848,22.83,8,Other religion,73,0.05,152848,0.51,3,Buddhist,50,0.03,152848,0.45999999999999996,5,Jewish,13,0.01,152848,0.51,4,Hindu,303,0.2,152848,0.51,7,Sikh,277,0.18,152848,0.51
278,E09000003,Barnet,3,Not answered,1,No religion,3052,1.07,285544,22.67,2,Christian,5817,2.04,285544,41.16,6,Muslim,2521,0.88,285544,11.86,8,Other religion,400,0.14,285544,1.58,3,Buddhist,191,0.07,285544,1.27,5,Jewish,1702,0.6,285544,1.58,4,Hindu,1074,0.38,285544,1.58,7,Sikh,45,0.02,285544,1.58
279,E09000004,Bexley,3,Not answered,1,No religion,1993,1.08,184947,34.12,2,Christian,3580,1.94,184947,55.5,6,Muslim,350,0.19,184947,3.65,8,Other religion,72,0.04,184947,0.47,3,Buddhist,106,0.06,184947,0.96,5,Jewish,5,0.0,184947,0.47,4,Hindu,307,0.17,184947,0.47,7,Sikh,272,0.15,184947,0.47
280,E09000005,Brent,3,Not answered,1,No religion,1957,0.76,256135,15.64,2,Christian,6841,2.67,256135,42.74,6,Muslim,4249,1.66,256135,19.9,8,Other religion,451,0.18,256135,1.53,3,Buddhist,164,0.06,256135,1.09,5,Jewish,83,0.03,256135,1.53,4,Hindu,3548,1.39,256135,1.53,7,Sikh,56,0.02,256135,1.53
281,E09000006,Bromley,3,Not answered,1,No religion,3030,1.22,248722,38.26,2,Christian,4390,1.77,248722,53.660000000000004,6,Muslim,415,0.17,248722,3.16,8,Other religion,122,0.05,248722,0.5900000000000001,3,Buddhist,84,0.03,248722,0.75,5,Jewish,28,0.01,248722,0.5900000000000001,4,Hindu,313,0.13,248722,0.5900000000000001,7,Sikh,47,0.02,248722,0.5900000000000001
282,E09000007,Camden,3,Not answered,1,No religion,2647,1.63,162257,39.66,2,Christian,2354,1.45,162257,35.04,6,Muslim,1776,1.09,162257,15.33,8,Other religion,178,0.11,162257,1.03,3,Buddhist,138,0.09,162257,1.4000000000000001,5,Jewish,205,0.13,162257,1.03,4,Hindu,107,0.07,162257,1.03,7,Sikh,20,0.01,162257,1.03
283,E09000008,Croydon,3,Not answered,1,No religion,3073,1.06,289565,27.71,2,Christian,6968,2.41,289565,53.74000000000001,6,Muslim,2271,0.78,289565,9.809999999999999,8,Other religion,242,0.08,289565,0.96,3,Buddhist,110,0.04,289565,0.74,5,Jewish,20,0.01,289565,0.96,4,Hindu,1120,0.39,289565,0.96,7,Sikh,76,0.03,289565,0.96
284,E09000009,Ealing,3,Not answered,1,No religion,2666,0.97,275700,21.22,2,Christian,6021,2.18,275700,41.78,6,Muslim,3698,1.34,275700,17.650000000000002,8,Other religion,217,0.08,275700,0.88,3,Buddhist,178,0.06,275700,1.25,5,Jewish,31,0.01,275700,0.88,4,Hindu,1651,0.6,275700,0.88,7,Sikh,1695,0.61,275700,0.88
285,E09000010,Enfield,3,Not answered,1,No religion,2609,1.09,239470,21.5,2,Christian,6188,2.58,239470,51.4,6,Muslim,3496,1.46,239470,17.740000000000002,8,Other religion,900,0.38,239470,3.42,3,Buddhist,82,0.03,239470,0.64,5,Jewish,91,0.04,239470,3.42,4,Hindu,502,0.21,239470,3.42,7,Sikh,41,0.02,239470,3.42
286,E09000011,Greenwich,3,Not answered,1,No religion,2852,1.33,215008,35.169999999999995,2,Christian,4546,2.11,215008,48.160000000000004,6,Muslim,1103,0.51,215008,8.02,8,Other religion,128,0.06,215008,0.74,3,Buddhist,287,0.13,215008,2.08,5,Jewish,20,0.01,215008,0.74,4,Hindu,657,0.31,215008,0.74,7,Sikh,144,0.07,215008,0.74
287,E09000012,Hackney,3,Not answered,1,No religion,3190,1.65,192769,42.61,2,Christian,3104,1.61,192769,34.04,6,Muslim,1684,0.87,192769,13.099999999999998,8,Other religion,448,0.23,192769,2.17,3,Buddhist,115,0.06,192769,1.1,5,Jewish,3251,1.69,192769,2.17,4,Hindu,55,0.03,192769,2.17,7,Sikh,74,0.04,192769,2.17
288,E09000013,Hammersmith and Fulham,3,Not answered,1,No religion,1968,1.39,141858,35.040000000000006,2,Christian,2677,1.89,141858,49.64,6,Muslim,1190,0.84,141858,11.01,8,Other religion,94,0.07,141858,0.78,3,Buddhist,100,0.07,141858,1.1400000000000001,5,Jewish,32,0.02,141858,0.78,4,Hindu,49,0.03,141858,0.78,7,Sikh,12,0.01,141858,0.78
289,E09000014,Haringey,3,Not answered,1,No religion,3207,1.61,199359,35.3,2,Christian,5305,2.66,199359,43.53999999999999,6,Muslim,1951,0.98,199359,12.459999999999999,8,Other religion,484,0.24,199359,2.6500000000000004,3,Buddhist,117,0.06,199359,1.1500000000000001,5,Jewish,740,0.37,199359,2.6500000000000004,4,Hindu,187,0.09,199359,2.6500000000000004,7,Sikh,44,0.02,199359,2.6500000000000004
290,E09000015,Harrow,3,Not answered,1,No religion,1078,0.55,197509,11.81,2,Christian,4568,2.31,197509,37.02,6,Muslim,2315,1.17,197509,14.51,8,Other religion,532,0.27,197509,3.32,3,Buddhist,192,0.1,197509,1.2100000000000002,5,Jewish,172,0.09,197509,3.32,4,Hindu,3867,1.96,197509,3.32,7,Sikh,133,0.07,197509,3.32
291,E09000016,Havering,3,Not answered,1,No religion,2048,1.03,198313,30.91,2,Christian,4369,2.2,198313,57.84,6,Muslim,668,0.34,198313,5.5600000000000005,8,Other religion,100,0.05,198313,0.46,3,Buddhist,53,0.03,198313,0.48,5,Jewish,29,0.01,198313,0.46,4,Hindu,289,0.15,198313,0.46,7,Sikh,159,0.08,198313,0.46
292,E09000017,Hillingdon,3,Not answered,1,No religion,1762,0.77,228192,20.75,2,Christian,4150,1.82,228192,43.620000000000005,6,Muslim,2220,0.97,228192,13.100000000000001,8,Other religion,163,0.07,228192,0.96,3,Buddhist,131,0.06,228192,0.99,5,Jewish,19,0.01,228192,0.96,4,Hindu,1374,0.6,228192,0.96,7,Sikh,1409,0.62,228192,0.96
293,E09000018,Hounslow,3,Not answered,1,No religion,1794,0.83,214990,20.169999999999998,2,Christian,4721,2.2,214990,41.99,6,Muslim,2692,1.25,214990,15.58,8,Other religion,200,0.09,214990,0.9299999999999999,3,Buddhist,172,0.08,214990,1.57,5,Jewish,11,0.01,214990,0.9299999999999999,4,Hindu,1441,0.67,214990,0.9299999999999999,7,Sikh,1310,0.61,214990,0.9299999999999999
294,E09000019,Islington,3,Not answered,1,No religion,2790,1.65,169502,46.019999999999996,2,Christian,2552,1.51,169502,37.67,6,Muslim,1363,0.8,169502,10.930000000000001,8,Other religion,222,0.13,169502,1.4900000000000002,3,Buddhist,97,0.06,169502,1.02,5,Jewish,76,0.04,169502,1.4900000000000002,4,Hindu,70,0.04,169502,1.4900000000000002,7,Sikh,17,0.01,169502,1.4900000000000002
295,E09000020,Kensington and Chelsea,3,Not answered,1,No religion,1455,1.31,111112,28.23,2,Christian,2353,2.12,111112,53.9,6,Muslim,914,0.82,111112,12.18,8,Other religion,109,0.1,111112,0.85,3,Buddhist,74,0.07,111112,1.3900000000000001,5,Jewish,60,0.05,111112,0.85,4,Hindu,43,0.04,111112,0.85,7,Sikh,16,0.01,111112,0.85
296,E09000021,Kingston upon Thames,3,Not answered,1,No religion,1527,1.21,126142,36.51,2,Christian,2134,1.69,126142,47.029999999999994,6,Muslim,625,0.5,126142,7.68,8,Other religion,80,0.06,126142,0.78,3,Buddhist,92,0.07,126142,1.1900000000000002,5,Jewish,20,0.02,126142,0.78,4,Hindu,402,0.32,126142,0.78,7,Sikh,65,0.05,126142,0.78
297,E09000022,Lambeth,3,Not answered,1,No religion,3367,1.35,249099,42.38,2,Christian,5285,2.12,249099,46.599999999999994,6,Muslim,1272,0.51,249099,7.409999999999999,8,Other religion,250,0.1,249099,0.88,3,Buddhist,113,0.05,249099,0.92,5,Jewish,29,0.01,249099,0.88,4,Hindu,141,0.06,249099,0.88,7,Sikh,19,0.01,249099,0.88
298,E09000023,Lewisham,3,Not answered,1,No religion,3642,1.62,224649,40.279999999999994,2,Christian,4999,2.23,224649,47.739999999999995,6,Muslim,1056,0.47,224649,6.97,8,Other religion,171,0.08,224649,0.92,3,Buddhist,192,0.09,224649,1.32,5,Jewish,28,0.01,224649,0.92,4,Hindu,362,0.16,224649,0.92,7,Sikh,25,0.01,224649,0.92
299,E09000024,Merton,3,Not answered,1,No religion,1780,1.1,161128,30.35,2,Christian,3815,2.37,161128,51.38999999999999,6,Muslim,1204,0.75,161128,9.73,8,Other religion,100,0.06,161128,0.6499999999999999,3,Buddhist,84,0.05,161128,1.05,5,Jewish,26,0.02,161128,0.6499999999999999,4,Hindu,718,0.45,161128,0.6499999999999999,7,Sikh,27,0.02,161128,0.6499999999999999
300,E09000025,Newham,3,Not answered,1,No religion,2064,0.8,257727,16.96,2,Christian,6513,2.53,257727,39.74,6,Muslim,6504,2.52,257727,33.12,8,Other religion,167,0.06,257727,0.6000000000000001,3,Buddhist,128,0.05,257727,0.75,5,Jewish,15,0.01,257727,0.6000000000000001,4,Hindu,1237,0.48,257727,0.6000000000000001,7,Sikh,269,0.1,257727,0.6000000000000001
301,E09000026,Redbridge,3,Not answered,1,No religion,1376,0.6,228296,13.91,2,Christian,4744,2.08,228296,34.37,6,Muslim,4643,2.03,228296,29.54,8,Other religion,152,0.07,228296,0.73,3,Buddhist,68,0.03,228296,0.61,5,Jewish,166,0.07,228296,0.73,4,Hindu,1613,0.71,228296,0.73,7,Sikh,864,0.38,228296,0.73
302,E09000027,Richmond upon Thames,3,Not answered,1,No religion,1796,1.24,145258,40.57,2,Christian,2125,1.46,145258,49.33,6,Muslim,396,0.27,145258,4.23,8,Other religion,91,0.06,145258,0.76,3,Buddhist,58,0.04,145258,1.0,5,Jewish,27,0.02,145258,0.76,4,Hindu,152,0.1,145258,0.76,7,Sikh,81,0.06,145258,0.76
303,E09000028,Southwark,3,Not answered,1,No religion,3588,1.51,237626,40.839999999999996,2,Christian,4760,2.0,237626,46.38,6,Muslim,1419,0.6,237626,8.77,8,Other religion,183,0.08,237626,0.84,3,Buddhist,140,0.06,237626,1.1500000000000001,5,Jewish,44,0.02,237626,0.84,4,Hindu,130,0.05,237626,0.84,7,Sikh,18,0.01,237626,0.84
304,E09000029,Sutton,3,Not answered,1,No religion,1666,1.07,156018,33.46,2,Christian,2770,1.78,156018,50.949999999999996,6,Muslim,667,0.43,156018,6.56,8,Other religion,78,0.05,156018,0.68,3,Buddhist,60,0.04,156018,1.0,5,Jewish,9,0.01,156018,0.68,4,Hindu,666,0.43,156018,0.68,7,Sikh,21,0.01,156018,0.68
305,E09000030,Tower Hamlets,3,Not answered,1,No religion,3185,1.36,234813,32.52,2,Christian,2362,1.01,234813,25.880000000000003,6,Muslim,5639,2.4,234813,36.5,8,Other religion,152,0.06,234813,0.6499999999999999,3,Buddhist,129,0.05,234813,1.19,5,Jewish,57,0.02,234813,0.6499999999999999,4,Hindu,188,0.08,234813,0.6499999999999999,7,Sikh,22,0.01,234813,0.6499999999999999
306,E09000031,Waltham Forest,3,Not answered,1,No religion,2449,1.18,207053,30.49,2,Christian,4717,2.28,207053,43.81,6,Muslim,3290,1.59,207053,20.77,8,Other religion,253,0.12,207053,1.1400000000000001,3,Buddhist,101,0.05,207053,0.77,5,Jewish,28,0.01,207053,1.1400000000000001,4,Hindu,256,0.12,207053,1.1400000000000001,7,Sikh,61,0.03,207053,1.1400000000000001
307,E09000032,Wandsworth,3,Not answered,1,No religion,2960,1.16,254372,40.42999999999999,2,Christian,4030,1.58,254372,45.839999999999996,6,Muslim,1934,0.76,254372,9.09,8,Other religion,170,0.07,254372,0.6699999999999999,3,Buddhist,129,0.05,254372,0.8300000000000001,5,Jewish,46,0.02,254372,0.6699999999999999,4,Hindu,333,0.13,254372,0.6699999999999999,7,Sikh,41,0.02,254372,0.6699999999999999
308,E09000033,Westminster,3,Not answered,1,No religion,2446,1.52,160750,30.05,2,Christian,2832,1.76,160750,41.85,6,Muslim,2197,1.37,160750,19.680000000000003,8,Other religion,193,0.12,160750,1.0,3,Buddhist,155,0.1,160750,1.54,5,Jewish,162,0.1,160750,1.0,4,Hindu,132,0.08,160750,1.0,7,Sikh,24,0.01,160750,1.0
309,W06000001,Isle of Anglesey,3,Not answered,1,No religion,888,1.66,53568,39.839999999999996,2,Christian,1450,2.71,53568,58.81,6,Muslim,22,0.04,53568,0.43,8,Other religion,21,0.04,53568,0.49,3,Buddhist,7,0.01,53568,0.25,5,Jewish,3,0.01,53568,0.49,4,Hindu,4,0.01,53568,0.49,7,Sikh,3,0.01,53568,0.49
310,W06000002,Gwynedd,3,Not answered,1,No religion,1900,2.08,91136,44.74,2,Christian,2786,3.06,91136,52.78000000000001,6,Muslim,73,0.08,91136,0.89,8,Other religion,53,0.06,91136,0.81,3,Buddhist,18,0.02,91136,0.45,5,Jewish,3,0.0,91136,0.81,4,Hindu,20,0.02,91136,0.81,7,Sikh,7,0.01,91136,0.81
311,W06000003,Conwy,3,Not answered,1,No religion,1608,1.78,90414,40.42,2,Christian,2401,2.66,90414,57.56,6,Muslim,70,0.08,90414,0.6799999999999999,8,Other religion,48,0.05,90414,0.64,3,Buddhist,24,0.03,90414,0.39,5,Jewish,3,0.0,90414,0.64,4,Hindu,6,0.01,90414,0.64,7,Sikh,2,0.0,90414,0.64
312,W06000004,Denbighshire,3,Not answered,1,No religion,1305,1.77,73693,41.46,2,Christian,1926,2.61,73693,56.57,6,Muslim,50,0.07,73693,0.6699999999999999,8,Other religion,23,0.03,73693,0.6100000000000001,3,Buddhist,11,0.01,73693,0.39,5,Jewish,5,0.01,73693,0.6100000000000001,4,Hindu,11,0.01,73693,0.6100000000000001,7,Sikh,4,0.01,73693,0.6100000000000001
313,W06000005,Flintshire,3,Not answered,1,No religion,1847,1.54,119555,40.440000000000005,2,Christian,2928,2.45,119555,58.190000000000005,6,Muslim,47,0.04,119555,0.43,8,Other religion,26,0.02,119555,0.37000000000000005,3,Buddhist,17,0.01,119555,0.3,5,Jewish,2,0.0,119555,0.37000000000000005,4,Hindu,23,0.02,119555,0.37000000000000005,7,Sikh,1,0.0,119555,0.37000000000000005
314,W06000006,Wrexham,3,Not answered,1,No religion,1943,1.88,103236,41.620000000000005,2,Christian,2726,2.64,103236,56.16,6,Muslim,101,0.1,103236,1.05,8,Other religion,37,0.04,103236,0.45,3,Buddhist,17,0.02,103236,0.35000000000000003,5,Jewish,7,0.01,103236,0.45,4,Hindu,15,0.01,103236,0.45,7,Sikh,6,0.01,103236,0.45
315,W06000008,Ceredigion,3,Not answered,1,No religion,1156,2.04,56728,44.54,2,Christian,1526,2.69,56728,52.61,6,Muslim,25,0.04,56728,0.65,8,Other religion,56,0.1,56728,1.1600000000000001,3,Buddhist,30,0.05,56728,0.64,5,Jewish,6,0.01,56728,1.1600000000000001,4,Hindu,3,0.01,56728,1.1600000000000001,7,Sikh,2,0.0,56728,1.1600000000000001
316,W06000009,Pembrokeshire,3,Not answered,1,No religion,1582,1.65,96067,42.67,2,Christian,2218,2.31,96067,55.550000000000004,6,Muslim,23,0.02,96067,0.4,8,Other religion,52,0.05,96067,0.7000000000000001,3,Buddhist,28,0.03,96067,0.44999999999999996,5,Jewish,2,0.0,96067,0.7000000000000001,4,Hindu,6,0.01,96067,0.7000000000000001,7,Sikh,0,0.0,96067,0.7000000000000001
317,W06000010,Carmarthenshire,3,Not answered,1,No religion,2593,1.77,146200,43.83,2,Christian,3576,2.45,146200,54.2,6,Muslim,77,0.05,146200,0.49,8,Other religion,96,0.07,146200,0.75,3,Buddhist,35,0.02,146200,0.35000000000000003,5,Jewish,6,0.0,146200,0.75,4,Hindu,17,0.01,146200,0.75,7,Sikh,11,0.01,146200,0.75
318,W06000011,Swansea,3,Not answered,1,No religion,3287,1.78,184681,47.940000000000005,2,Christian,3287,1.78,184681,47.45,6,Muslim,420,0.23,184681,2.87,8,Other religion,59,0.03,184681,0.6000000000000001,3,Buddhist,33,0.02,184681,0.47000000000000003,5,Jewish,4,0.0,184681,0.6000000000000001,4,Hindu,33,0.02,184681,0.6000000000000001,7,Sikh,17,0.01,184681,0.6000000000000001
319,W06000012,Neath Port Talbot,3,Not answered,1,No religion,1954,1.78,109931,49.43,2,Christian,2081,1.89,109931,48.620000000000005,6,Muslim,58,0.05,109931,0.67,8,Other religion,32,0.03,109931,0.54,3,Buddhist,19,0.02,109931,0.32,5,Jewish,1,0.0,109931,0.54,4,Hindu,20,0.02,109931,0.54,7,Sikh,4,0.0,109931,0.54
320,W06000013,Bridgend,3,Not answered,1,No religion,1868,1.65,112925,51.94,2,Christian,1960,1.74,112925,46.25,6,Muslim,31,0.03,112925,0.54,8,Other religion,33,0.03,112925,0.5900000000000001,3,Buddhist,32,0.03,112925,0.31999999999999995,5,Jewish,0,0.0,112925,0.5900000000000001,4,Hindu,17,0.02,112925,0.5900000000000001,7,Sikh,3,0.0,112925,0.5900000000000001
321,W06000014,Vale of Glamorgan,3,Not answered,1,No religion,1542,1.52,101591,47.8,2,Christian,1570,1.55,101591,49.85,6,Muslim,74,0.07,101591,0.81,8,Other religion,83,0.08,101591,0.59,3,Buddhist,61,0.06,101591,0.38,5,Jewish,5,0.0,101591,0.59,4,Hindu,24,0.02,101591,0.59,7,Sikh,6,0.01,101591,0.59
322,W06000015,Cardiff,3,Not answered,1,No religion,3986,1.44,277760,45.79,2,Christian,4486,1.62,277760,42.519999999999996,6,Muslim,1956,0.7,277760,8.24,8,Other religion,164,0.06,277760,0.69,3,Buddhist,77,0.03,277760,0.54,5,Jewish,38,0.01,277760,0.69,4,Hindu,203,0.07,277760,0.69,7,Sikh,48,0.02,277760,0.69
323,W06000016,Rhondda Cynon Taf,3,Not answered,1,No religion,4052,2.22,182856,56.19,2,Christian,3087,1.69,182856,42.01,6,Muslim,75,0.04,182856,0.5700000000000001,8,Other religion,66,0.04,182856,0.5700000000000001,3,Buddhist,28,0.02,182856,0.30000000000000004,5,Jewish,2,0.0,182856,0.5700000000000001,4,Hindu,30,0.02,182856,0.5700000000000001,7,Sikh,19,0.01,182856,0.5700000000000001
324,W06000018,Caerphilly,3,Not answered,1,No religion,2624,1.94,135549,56.12,2,Christian,2363,1.74,135549,42.50000000000001,6,Muslim,28,0.02,135549,0.32,8,Other religion,43,0.03,135549,0.53,3,Buddhist,19,0.01,135549,0.21000000000000002,5,Jewish,6,0.0,135549,0.53,4,Hindu,8,0.01,135549,0.53,7,Sikh,10,0.01,135549,0.53
325,W06000019,Blaenau Gwent,3,Not answered,1,No religion,1171,2.25,51996,56.25,2,Christian,1009,1.94,51996,42.25,6,Muslim,30,0.06,51996,0.43,8,Other religion,27,0.05,51996,0.5700000000000001,3,Buddhist,6,0.01,51996,0.22,5,Jewish,0,0.0,51996,0.5700000000000001,4,Hindu,8,0.02,51996,0.5700000000000001,7,Sikh,12,0.02,51996,0.5700000000000001
326,W06000020,Torfaen,3,Not answered,1,No religion,1289,1.83,70599,50.31999999999999,2,Christian,1431,2.03,70599,47.93,6,Muslim,32,0.05,70599,0.37,8,Other religion,25,0.04,70599,0.66,3,Buddhist,19,0.03,70599,0.32999999999999996,5,Jewish,0,0.0,70599,0.66,4,Hindu,3,0.0,70599,0.66,7,Sikh,3,0.0,70599,0.66
327,W06000021,Monmouthshire,3,Not answered,1,No religion,1095,1.49,73676,43.34,2,Christian,1505,2.04,73676,54.74,6,Muslim,21,0.03,73676,0.41000000000000003,8,Other religion,33,0.04,73676,0.64,3,Buddhist,15,0.02,73676,0.42000000000000004,5,Jewish,5,0.01,73676,0.64,4,Hindu,13,0.02,73676,0.64,7,Sikh,4,0.01,73676,0.64
328,W06000022,Newport,3,Not answered,1,No religion,1803,1.5,120274,43.660000000000004,2,Christian,2206,1.83,120274,48.279999999999994,6,Muslim,662,0.55,120274,6.3,8,Other religion,51,0.04,120274,0.55,3,Buddhist,24,0.02,120274,0.37000000000000005,5,Jewish,5,0.0,120274,0.55,4,Hindu,20,0.02,120274,0.55,7,Sikh,15,0.01,120274,0.55
329,W06000023,Powys,3,Not answered,1,No religion,1922,1.84,104683,42.480000000000004,2,Christian,2626,2.51,104683,55.51,6,Muslim,25,0.02,104683,0.28,8,Other religion,64,0.06,104683,0.8300000000000001,3,Buddhist,40,0.04,104683,0.53,5,Jewish,6,0.01,104683,0.8300000000000001,4,Hindu,17,0.02,104683,0.8300000000000001,7,Sikh,2,0.0,104683,0.8300000000000001
330,W06000024,Merthyr Tydfil,3,Not answered,1,No religion,794,1.75,45247,52.160000000000004,2,Christian,837,1.85,45247,46.28,6,Muslim,16,0.04,45247,0.49,8,Other religion,10,0.02,45247,0.49000000000000005,3,Buddhist,8,0.02,45247,0.25,5,Jewish,0,0.0,45247,0.49000000000000005,4,Hindu,7,0.02,45247,0.49000000000000005,7,Sikh,6,0.01,45247,0.49000000000000005
